id,title,category,source,published_at,discovered_at,score,url,role,selected
b82c1bf88c90,中兴OEX超节点发布：超节点先锋，打造TCO最优的AI工厂,产业与资本,C114中国通信网_设备商,,2026-08-13T08:54:43.899667+00:00,95.0,https://www.c114.com.cn/news/127/a1314208.html,行业媒体,True
4b461628c591,中兴通讯深度参与中国电信2026 WAIC原生云网运营开发者大会，共绘智能时代新蓝图,产业与资本,C114中国通信网_设备商,,2026-08-13T08:54:43.899667+00:00,95.0,https://www.c114.com.cn/news/127/a1314200.html,行业媒体,True
85bfb514e0bb,"13.99万起就能拿下中大型轿车!激光雷达+8295P芯片全系标配,同价位你会选它还是启源A07?",激光,搜狗微信·光电行业 · 徐六车感,2026-08-13T08:48:35+00:00,2026-08-13T08:54:43.899667+00:00,87.5,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZV0cyJa0lJiZ7w8MFCAKtQFqXa8Fplpd9P9Et9NFfGv1QFfer65NCdwD6zqTeDbl5RBunpKhLBbPlX6A11_k9ijE_jK2B4FimYGpif_3yO0nz6aI0l9-ZwLv-FnZT0hCpSKbmPxxSt09WlH3yMo_dBaYt-Mm6dYKKmWhZ18gCKRO1o45CxSfAh9n2CfY_jB-mzbD1WtuzDOtQ_LeJW-Rhtg..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=38651E07F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D864C,媒体,True
37ba5f14ab47,"6万出头买激光雷达!零跑A05这波,隔壁星愿慌不慌?",激光,搜狗微信·光电行业 · 卡哥说Car,2026-08-13T08:42:48+00:00,2026-08-13T08:54:43.899667+00:00,87.5,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZV0cyJa0lJiZ7w8MFCAKtQFqXa8Fplpd9lhxx1ekTWYGfgtYpoP9LzkIAtlmlvoARHYQVFtWJO6RS6a4gtSU5_vJ6YiHKLpXUaUiv0pUykHBuQrwvOfqdum6Jy-iVQlcLjUo48R7scUvu-kYMXkfxzvOEP2afODqzam-pqJ-x4SoLUqIgIW8V4WnpPZZRjoqH2Jg9vV8bikfdrgozfSg6bw..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=38651E07F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D864C,媒体,True
8cfc4e37c6db,"智界RX要来了,华为技术加持,四激光雷达不突然刹车,8月20日亮相,不卷价格只卷价值",激光,搜狗微信·光电行业 · 极速竞技点,2026-08-13T08:27:52+00:00,2026-08-13T08:54:43.899667+00:00,87.5,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZV0cyJa0lJiZ7w8MFCAKtQFqXa8Fplpd9rOEPmgKhNPa3OR6BVY-RPNBt7lmOorVpbAY4l_MhUhqWhkeqCgry1JWsoCwIx1kPxL32uJTwroP9fuYg1XEFC6uqkrjwByDhRfEhBT2YYU2CsO2L0FSgnW5Gpw8Dluwj37mk7HNzN0AydCf3pfTO5p3IIG8rnPFTCxpNn0nAhRW00NVofL2iDw..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=38651E07F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D864C,媒体,True
736588195504,"12万买激光雷达,25万等8AT德系大五座,海豹06和途昂X这波真把桌子掀了",激光,搜狗微信·光电行业 · 山河奇遇集5,2026-08-13T08:19:53+00:00,2026-08-13T08:54:43.899667+00:00,87.5,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZV0cyJa0lJiZ7w8MFCAKtQFqXa8Fplpd9JaIR9W1Y3QFUkkX7YMKh31pnnh51DyHP5L4P1vzwwBU1ZQjIlRmN5OGqnI5_QbfQ55xhvQ7i3WuVaGAgdwTRbhG_GuHYTeBvyaVtsrZGFwzt9SSGNoAIXbEOkrV8bqX926KWilQS790MUNBI8FyvL1Lt27KuqnHaVTuC6M4n-v16VKrzu_4XKA..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=38651E07F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D864C,媒体,True
0eb40c32edd1,"4款轿跑SUV扎堆上新,华为智驾、激光雷达全上车,最狠一台不到30万就能碰?",激光,搜狗微信·光电行业 · 自然欢探队5,2026-08-13T08:22:36+00:00,2026-08-13T08:54:43.899667+00:00,87.5,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZV0cyJa0lJiZ7w8MFCAKtQFqXa8Fplpd9Xtp4I21X1x7Z0pQBoLStjUv06njETpnUa0BfU8oiq-WhghACQ30F-sIV13zSpUAZSVF50Q2V2wiwge4LqzDskmtUPfZcELfwWuS85V_f_xB2sf6ZZWyqRdGpwGQJ8k66QfvzqZ3zBQhMKcZOBOc99-6nlW0MVlrdbnRnqHtdG1vf3q8uRDTfkw..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=38651E07F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D864C,媒体,True
876823f45d79,"6 万级纯电狠货,8295+激光雷达直接上车,零跑 A05 最低 6.39 万,真要把同级卷穿",激光,搜狗微信·光电行业 · 自然欢探队5,2026-08-13T08:22:36+00:00,2026-08-13T08:54:43.899667+00:00,87.5,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZV0cyJa0lJiZ7w8MFCAKtQFqXa8Fplpd9Xtp4I21X1x7Z0pQBoLStjUv06njETpnUa0BfU8oiq-WhghACQ30F-m0cRzdwTxFaBoM_M5CoJxwj4JAwnZi1B9ue6VJLG9N-KWbr1GrHdVQG2LEeRBigYVahfLRYjsi2RSjSS18Hf_RCVa-hKTp45qNJIH5sr-0yIKeIIy3H8H2E8RsmObDbtQ..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=38651E07F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D864C,媒体,True
dd489f0e1696,Towards Terabit/$\lambda$/s Multidimensional Silicon Photonic Engine,科研进展,arXiv 光学与光子学 (physics.optics),2026-08-13T04:00:00+00:00,2026-08-13T08:54:43.899667+00:00,87.3,https://arxiv.org/abs/2608.11639,科研,True
43cbf2b312ae,Goos-Hanchen-Shift Photonic Sensor for Nanometer-Scale Delayering and Tamper Detection in Semiconductor Packages,光电芯片与半导体,arXiv 光学与光子学 (physics.optics),2026-08-13T04:00:00+00:00,2026-08-13T08:54:43.899667+00:00,87.3,https://arxiv.org/abs/2608.12243,科研,True
8f25f328c121,Experimental quantum telecloning across silicon photonic chips,科研进展,arXiv 光学与光子学 (physics.optics),2026-08-13T04:00:00+00:00,2026-08-13T08:54:43.899667+00:00,87.3,https://arxiv.org/abs/2608.11718,科研,True
b929c6c9c579,Enhanced Mid-Infrared Single-Photon Detection with Antenna-Coupled Superconducting Nanowires,光学元件与成像,arXiv 光学与光子学 (physics.optics),2026-08-13T04:00:00+00:00,2026-08-13T08:54:43.899667+00:00,87.3,https://arxiv.org/abs/2604.18155,科研,True
df9c4a742e1a,推荐670激光雷达版 2027款零跑B01购车指南,激光,搜狗微信·光电行业 · 车质网,2026-08-13T02:04:17+00:00,2026-08-13T08:54:43.899667+00:00,87.3,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZV0cyJa0lJiZ7w8MFCAKtQFqXa8Fplpd9sFUTiOhv9Tk0grL745gp1QeW3HowhzRDSlgfsOS3GO432l2w0dmKXAa2XTKr_YsQlXQc56KW22J8-JDuNLccW7qFSNNKkPjmjxFXoCeVe0hQ6BYtGWAcWUdU9UpZQMaRoNDK-nms2_mSbH67XtA6uqLdlcH0RVfI59lHVzxp74SrCDCayYmfpA..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=38651E07F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D864C,媒体,True
426cb968bf5c,"6.39 万起配激光雷达!零跑 A05 上市掀桌,比亚迪吉利承压,月销 12 万有戏?",激光,搜狗微信·光电行业 · AI车侦探,2026-08-12T10:10:41+00:00,2026-08-13T08:54:43.899667+00:00,86.7,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZV0cyJa0lJiZ7w8MFCAKtQFqXa8Fplpd9Iew5b1xRLfIj812xz_M4STd8XHYd8WkHwLG3UonVYFl40nl0TWxnDrk1tv2ysZbO2VyjExFMUd22-I6u1GDSHEClpKHwKgEGl6y983h6AfyJly42zMNKyw-a7A9g22mUsZMOQFXap9yBu7uboOB7Fp8yfO6tM61-mBFJqdv4v8VflztgI7RZ1g..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=38651E07F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D864C,媒体,True
2a8d1d9cc6e8,[News] OpenLight and Tower Semiconductor Expand PH18DA Photonics Ecosystem to Accelerate Photonic IC Development,光通信,LEDinside 英文,2026-08-12T00:41:44+00:00,2026-08-13T08:54:43.899667+00:00,86.4,//www.ledinside.com/news/2026/8/2026_08_12_03,行业媒体,True
a2a293c98e59,[News] Vuzix Receives Follow-On Smart Glasses Order from Augmex to Support Its U.S. Market Launch,其他,LEDinside 英文,2026-08-11T16:29:37+00:00,2026-08-13T08:54:43.899667+00:00,86.1,//www.ledinside.com/news/2026/8/2026_08_12_01,行业媒体,True
0c370273897a,[News] Nanolumens Unveils NanoBanner for Mobile Digital Signage Deployments,其他,LEDinside 英文,2026-08-11T01:38:43+00:00,2026-08-13T08:54:43.899667+00:00,85.6,//www.ledinside.com/news/2026/8/2026_08_11_04,行业媒体,True
3b55c4c9f798,工信部对我国网络强国建设提出四点建议,通信与算力,C114中国通信网_要闻精选,,2026-08-13T08:54:43.899667+00:00,82.5,http://www.c114.net/news/16/a997101.html,行业媒体,True
b248826237ae,联想业绩下滑7成 16亿再卖楼：确能提亮财报,产业与资本,C114中国通信网_要闻精选,,2026-08-13T08:54:43.899667+00:00,82.5,http://www.c114.net/news/209/a996971.html,行业媒体,True
80163114991f,新易盛上半年净利预增77%-103%，AI算力需求持续释放,产业与资本,C114中国通信网_通信财经,,2026-08-13T08:54:43.899667+00:00,82.5,https://www.c114.com.cn/news/123/a1314264.html,行业媒体,True
96e1459f558d,特发信息2026年上半年净利润预增超8倍，智慧服务板块贡献显著,产业与资本,C114中国通信网_通信财经,,2026-08-13T08:54:43.899667+00:00,82.5,https://www.c114.com.cn/news/123/a1313628.html,行业媒体,True
c3a09e0374df,联想单季营收近1500亿元：AI营收占比提升至38%,产业与资本,C114中国通信网_通信财经,,2026-08-13T08:54:43.899667+00:00,82.5,https://www.c114.com.cn/news/123/a1310854.html,行业媒体,True
b37b4dd9a083,Breaking the power wall in programmable photonics,光通信,Nature Photonics,2026-07-31T00:00:00+00:00,2026-08-13T08:54:43.899667+00:00,81.4,https://www.nature.com/articles/s41566-026-01960-w,科研,True
b758120b1c26,Silencing pain with infrared light,光学元件与成像,Nature Photonics,2026-07-31T00:00:00+00:00,2026-08-13T08:54:43.899667+00:00,81.4,https://www.nature.com/articles/s41566-026-01970-8,科研,True
a6825728d9d2,AI业务增长84%，芯联集成上半年净利润2.78亿,产业与资本,LEDinside 中文,2026-08-11,2026-08-13T08:54:43.899667+00:00,80.5,https://www.ledinside.cn/fsa/20260811-62317.html,行业媒体,True
504e0cd1dc55,欧菲光紧急澄清“掏空”传闻，否认向实控人关联方利益输送,其他,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,80.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30697864.html,行业媒体,True
42a5dcb71969,被举报“掏空”上市公司！欧菲光引发关注,产业与资本,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,80.0,https://optics.ofweek.com/2026-08/ART-250003-12003-30697774.html,行业媒体,True
ec459cb6183b,中国运动相机半年销量312万台！大疆杀疯了 一家拿下74%市场,光学元件与成像,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,80.0,https://optics.ofweek.com/2026-08/ART-250003-8110-30697577.html,行业媒体,True
5bf80b96e27d,半年报 | 2026上半年中国运动相机市场规模近翻倍，大疆和影石极致双寡头垄断；全年电商销额预测破200亿元,光学元件与成像,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,80.0,https://optics.ofweek.com/2026-08/ART-250003-8420-30697528.html,行业媒体,True
b14f15585fad,光至科技启动IPO辅导，激光新锐冲刺A股,激光,OFweek 激光频道,2026-08,2026-08-13T08:54:43.899667+00:00,80.0,https://laser.ofweek.com/2026-08/ART-240002-12003-30698032.html,行业媒体,True
d3a80e23edb0,【洞察】企业研发实力持续增强 我国红外皮秒激光器市场朝着高端化方向发展,激光,OFweek 激光频道,2026-04,2026-08-13T08:54:43.899667+00:00,80.0,https://laser.ofweek.com/2026-04/ART-240015-8330-30685985.html,行业媒体,True
ca23a042ad78,【深度】超窄线宽激光器应用领域广泛 我国市场国产化进程持续提速,激光,OFweek 激光频道,2026-08,2026-08-13T08:54:43.899667+00:00,80.0,https://laser.ofweek.com/2026-08/ART-240002-8420-30696872.html,行业媒体,True
ca26416e2a0e,"Single-Cycle Pulses, Transparent Conducting Oxides, Optical Nonlinearity, Quantum Coherence, Thermalization",科研进展,arXiv 光学与光子学 (physics.optics),2026-08-13T04:00:00+00:00,2026-08-13T08:54:43.899667+00:00,79.8,https://arxiv.org/abs/2608.11756,科研,True
3a71e03159cd,Two-Stage Deformable-Convolutional Inverse Design of Nanophotonic Absorbers from Optical Spectra,科研进展,arXiv 光学与光子学 (physics.optics),2026-08-13T04:00:00+00:00,2026-08-13T08:54:43.899667+00:00,79.8,https://arxiv.org/abs/2608.11860,科研,True
62a6bd7d5168,睿显科技与深度光影合作，开发0.23英寸Micro OLED全彩AR眼镜,显示与面板,LEDinside 中文,2026-08-13,2026-08-13T08:54:43.899667+00:00,79.7,https://www.ledinside.cn/news/20260813-62335.html,行业媒体,True
5ec99b6d0f23,索尼、联想布局高端显示，RGB LED电视开售、双层OLED笔记本发布,显示与面板,LEDinside 中文,2026-08-12,2026-08-13T08:54:43.899667+00:00,78.9,https://www.ledinside.cn/news/20260812-62333.html,行业媒体,True
9bd21e8c07b0,大招齐发，英特尔直击网络转型,通信与算力,C114中国通信网_要闻精选,,2026-08-13T08:54:43.899667+00:00,77.5,http://www.c114.com.cn/topic/5096/a996852.html?utm_medium=C114&dclid=CLmNp8bEwdICFRwhKgodT4YHqQ,行业媒体,True
bd6510b7d1b3,对话英特尔：产业协作与标准化助推5G成功,产业与资本,C114中国通信网_要闻精选,,2026-08-13T08:54:43.899667+00:00,77.5,http://www.c114.net/news/138/a996926.html,行业媒体,True
fec6dba9c1c2,英特尔助力电信网络转型 让5G不再是“看上去很美”,通信与算力,C114中国通信网_要闻精选,,2026-08-13T08:54:43.899667+00:00,77.5,http://www.c114.net/topic/5096/a996887.html,行业媒体,True
ba2011919d78,"光通信概念,核心公司(11家)",光通信,搜狗微信·光电行业 · 阿懒解读,2026-08-13T03:46:03+00:00,2026-08-13T08:54:43.899667+00:00,77.3,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZ-EfqKJAkQn57w8MFCAKtQFqXa8Fplpd9PthiRXKc_FfWeG1bMrPxyGtY2i9D3_p8F_RnBSNKiTC-hfBLY-XzUOhajwiAXQXccn0rT53QI5ycLOxuL_P_7NGg0r88ZGZz8iiFu-LBELiFEIDTfl3XsKzHRWNzDLwZ3yJKi24HE8LYQZLEhfqJHNXvjqrcrtwh4soYiTGCYDWFW6cwuUnkdA..&amp;type=2&amp;query=%E5%85%89%E9%80%9A%E4%BF%A1&amp;token=3864AC30F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D8639,媒体,True
d464114fde22,"光通信薄膜铌酸锂概念,核心企业",光通信,搜狗微信·光电行业 · 趋势低吸战法,2026-08-12T23:31:10+00:00,2026-08-13T08:54:43.899667+00:00,77.2,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZ-EfqKJAkQn57w8MFCAKtQFqXa8Fplpd9S3QLPxILR7zeh_38yK8GxtpZzXeVCrKg9-0veX5QjH3fShHnOxu2ke-EuQ1Pvg0GqEtWzhQPu7fw562lzmztfVEkai9ernK80aYxI8AUxDOmeWorRRPkAWxG3_xFTYf-UE6vmWA67d3aFxbaAaQ4brN5GFdQSfn7ul0TRxkyCW9Q_LeJW-Rhtg..&amp;type=2&amp;query=%E5%85%89%E9%80%9A%E4%BF%A1&amp;token=3864AC30F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D8639,媒体,True
d27ae16a8c88,"光通信+光纤,这家公司是基础光纤+光电子双线布局标的",光通信,搜狗微信·光电行业 · 巨丰投顾,2026-08-12T22:25:31+00:00,2026-08-13T08:54:43.899667+00:00,77.1,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZ-EfqKJAkQn57w8MFCAKtQFqXa8Fplpd9dQFTf2ZR-DXvjYk0zGNl7AvPWFHUQM4o52PQzGPT-KUlm2L6WC1ep8vkT8tmw44eWjpZMsb_Nax3Q-M6cNfL9MZmtxgvQkgLaojVPDHQXay3IPmSwjH_fRjR7a2C0tZTdzoV3G4IHjRFSKFez81A-tk1JB0OQYuSVyL-_fymnYsGX_iHL9MadA..&amp;type=2&amp;query=%E5%85%89%E9%80%9A%E4%BF%A1&amp;token=3864AC30F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D8639,媒体,True
ee25ed4b1a2e,光通信行业深度:技术演进、市场规模、产业链拆解及相关公司全解析,光通信,搜狗微信·光电行业 · 报告派,2026-08-12T14:31:24+00:00,2026-08-13T08:54:43.899667+00:00,76.9,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZ-EfqKJAkQn57w8MFCAKtQFqXa8Fplpd9xGfdZZBmb56qIcPvFXqbxDs_4DtzJ4UpFrbO5mucRXHWoJM6tvnH1OhDgzCz2JG4_53RwyiHoaNE1ib8JVhp7SMtIRIK_cCbCDT2fYZwED-x52uWrzs7y3hVnM27z9L4iPD5GJUnVck_Qqw5gZpQ6BdfF5_hI7GFFriBRiF_ojUYJSSFPgfogQ..&amp;type=2&amp;query=%E5%85%89%E9%80%9A%E4%BF%A1&amp;token=3864AC30F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D8639,媒体,True
685e55505d36,光通信:光芯片、CPO、NPO、OCS...核心标的,光通信,搜狗微信·光电行业 · 彭祖 一 价值趋势龙,2026-08-12T12:12:17+00:00,2026-08-13T08:54:43.899667+00:00,76.8,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS0wJUuXmWDUZ-EfqKJAkQn57w8MFCAKtQFqXa8Fplpd97DTCSerSrDwgm07mMbOaJ-Zm3d4rUHxUnwOHBzKoY2u1ufHsQpUzkJmOnp90e2u3n91l8zd3_yNwYv0_1JQqy-JhIgtvHu9_E5ui4TQwq_eiY_lHP4wrBP4-Mu4jxEmN2PlDBPzqsDbeZqv-PnPLLqCcQd5MXhwOOSuIwDlOA-USYTqT4eyLmA..&amp;type=2&amp;query=%E5%85%89%E9%80%9A%E4%BF%A1&amp;token=3864AC30F0CA166AC6C09F2E1F3D20D6C7E4C3816A7D8639,媒体,True
0225c3ea7d1f,"Methods, trade-offs and opportunities in high-speed optical microscopy for neural voltage imaging",光学元件与成像,Nature Photonics,2026-08-03T00:00:00+00:00,2026-08-13T08:54:43.899667+00:00,76.4,https://www.nature.com/articles/s41566-026-01965-5,科研,True
6064992b0bf1,两会关注：提速降费步伐加快，三大运营商打出全新组合拳,通信与算力,C114中国通信网_要闻精选,,2026-08-13T08:54:43.899667+00:00,75.0,http://www.c114.net/news/16/a997421.html,行业媒体,True
2f7b633b5247,中国电信六大新举措持续推进提速降费,通信与算力,C114中国通信网_要闻精选,,2026-08-13T08:54:43.899667+00:00,75.0,http://www.c114.net/news/117/a997412.html,行业媒体,True
9ae13c8b2c7e,MWC 2017大连接雏形显现：产业链各方合作更紧密,产业与资本,C114中国通信网_要闻精选,,2026-08-13T08:54:43.899667+00:00,75.0,http://www.c114.net/news/16/a996936.html,行业媒体,True
746747bf8a04,MWC 2017之无线篇：设备商5G竞赛正式打响,通信与算力,C114中国通信网_要闻精选,,2026-08-13T08:54:43.899667+00:00,75.0,http://www.c114.net/news/16/a996704.html,行业媒体,True
200fa3040fb9,启明星辰上半年扭亏为盈 预计净利2600万至3800万元,其他,C114中国通信网_通信财经,,2026-08-13T08:54:43.899667+00:00,75.0,https://www.c114.com.cn/news/123/a1313768.html,行业媒体,True
56890c516fce,紫光股份：预计上半年净利润同比增长83.50%-122.89%,产业与资本,C114中国通信网_通信财经,,2026-08-13T08:54:43.899667+00:00,75.0,https://www.c114.com.cn/news/123/a1313747.html,行业媒体,True
5275d8865bff,永鼎股份：预计上半年净利润同比增长57%-120%,产业与资本,C114中国通信网_通信财经,,2026-08-13T08:54:43.899667+00:00,75.0,https://www.c114.com.cn/news/123/a1313347.html,行业媒体,True
bcc5d3b2af6f,星网锐捷2026年上半年扭亏为盈，净利预增46%-103%,产业与资本,C114中国通信网_通信财经,,2026-08-13T08:54:43.899667+00:00,75.0,https://www.c114.com.cn/news/123/a1313280.html,行业媒体,True
2d1ee523b064,华为发布五大无线技术创新方向与实践，构建Agentverse基座,产业与资本,C114中国通信网_设备商,,2026-08-13T08:54:43.899667+00:00,75.0,https://www.c114.com.cn/news/126/a1314319.html,行业媒体,True
a6e05e78a8de,华为提无线技术五大创新方向：筑牢Agentverse底座，将智能分发至世界每个角落,其他,C114中国通信网_设备商,,2026-08-13T08:54:43.899667+00:00,75.0,https://www.c114.com.cn/news/126/a1314291.html,行业媒体,True
a36b9ac3d1a7,"暑期档市占3%, 全景相机距离影像主赛道还有点远",光学元件与成像,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,75.0,https://optics.ofweek.com/2026-08/ART-250003-8420-30698335.html,行业媒体,True
71115857a8a7,营收微增，净利翻倍？波长光电的“光学+”战略开始兑现,光学元件与成像,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,75.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30698227.html,行业媒体,True
03afa7d92d5b,预计亏损扩至1210万港元！恒发光学发布盈利预警,光学元件与成像,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,75.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30698226.html,行业媒体,True
1da9d3ab70ab,被指实控人掏空上市资产，250亿光学巨头辟谣报案,光学元件与成像,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,75.0,https://optics.ofweek.com/2026-08/ART-250003-12008-30698069.html,行业媒体,True
6f167182248e,拟定增募资9.55亿元！汇成真空加码超精密光学镀膜设备国产化,光学元件与成像,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,75.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30698055.html,行业媒体,True
65e2f91eba78,现金流暴涨13倍！五方光电在下一盘什么大棋？,其他,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,75.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30698054.html,行业媒体,True
150c73f6a447,vivo X500外观偷跑：回归左上角圆形镜头模组 向X90经典设计致敬,光学元件与成像,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,75.0,https://optics.ofweek.com/2026-08/ART-250003-8110-30698040.html,行业媒体,True
8a40d0f1b2f6,阵列升温、SRG扩产、VHG落地，2026年光波导竞争进入新阶段,光学元件与成像,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,75.0,https://optics.ofweek.com/2026-08/ART-250002-8420-30698008.html,行业媒体,True
5cc52f32c7d1,VIVO四线出击能否缓解竞争“焦虑” ?,其他,OFweek 光电频道,2026-08,2026-08-13T08:54:43.899667+00:00,75.0,https://optics.ofweek.com/2026-08/ART-250003-8420-30698000.html,行业媒体,True
