id,title,category,source,published_at,discovered_at,score,url,role,selected
200fa3040fb9,启明星辰上半年扭亏为盈 预计净利2600万至3800万元,其他,C114中国通信网_通信财经,,2026-08-24T06:01:53.297535+00:00,95.0,https://www.c114.com.cn/news/123/a1313768.html,行业媒体,True
56890c516fce,紫光股份：预计上半年净利润同比增长83.50%-122.89%,产业与资本,C114中国通信网_通信财经,,2026-08-24T06:01:53.297535+00:00,95.0,https://www.c114.com.cn/news/123/a1313747.html,行业媒体,True
96e1459f558d,特发信息2026年上半年净利润预增超8倍，智慧服务板块贡献显著,产业与资本,C114中国通信网_通信财经,,2026-08-24T06:01:53.297535+00:00,95.0,https://www.c114.com.cn/news/123/a1313628.html,行业媒体,True
520770804ded,光库科技：预计2026年上半年净利润同比增长170%-190%,产业与资本,C114中国通信网_通信财经,,2026-08-24T06:01:53.297535+00:00,95.0,https://www.c114.com.cn/news/123/a1313596.html,行业媒体,True
5275d8865bff,永鼎股份：预计上半年净利润同比增长57%-120%,产业与资本,C114中国通信网_通信财经,,2026-08-24T06:01:53.297535+00:00,95.0,https://www.c114.com.cn/news/123/a1313347.html,行业媒体,True
bcc5d3b2af6f,星网锐捷2026年上半年扭亏为盈，净利预增46%-103%,产业与资本,C114中国通信网_通信财经,,2026-08-24T06:01:53.297535+00:00,95.0,https://www.c114.com.cn/news/123/a1313280.html,行业媒体,True
1293d7e93990,8万的车也有激光雷达？30万才有的配置现在白菜价了,激光,OFweek 激光频道,2026-08,2026-08-24T06:01:53.297535+00:00,92.5,https://laser.ofweek.com/2026-08/ART-240001-12003-30698178.html,行业媒体,True
390bc62ab0b4,2026年上半年激光雷达331万台上车，华为896线成新门槛,激光,OFweek 激光频道,2026-08,2026-08-24T06:01:53.297535+00:00,92.5,https://laser.ofweek.com/2026-08/ART-240001-8420-30698177.html,行业媒体,True
5753d8c71d99,Ultrafast electron diffraction with MeV electron source from a laser wakefield accelerator,激光,Nature Photonics,2026-08-19T00:00:00+00:00,2026-08-24T06:01:53.297535+00:00,90.6,https://www.nature.com/articles/s41566-026-01980-6,科研,True
e299d355d1c2,Sidewall-Poled Nanophotonic Lithium Niobate with Bidirectional Characterization,科研进展,arXiv 光学与光子学 (physics.optics),2026-08-24T04:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.9,https://arxiv.org/abs/2608.20619,科研,True
ef742bde4ce4,High-Resolution Speckle-based Single-Pixel Imaging using Silicon Photonic Non-Redundant Optical Phased Array,光学元件与成像,arXiv 光学与光子学 (physics.optics),2026-08-24T04:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.9,https://arxiv.org/abs/2608.20922,科研,True
6599937990a3,Direction-Selective Wave Freezing and Amplification at a Hyperbolic Time Interface,科研进展,arXiv 光学与光子学 (physics.optics),2026-08-24T04:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.9,https://arxiv.org/abs/2608.20968,科研,True
1728b64a3547,Artificial Anisotropy Induced Bound States in the Continuum for Integrated Photonic Waveguide,科研进展,arXiv 光学与光子学 (physics.optics),2026-08-24T04:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.9,https://arxiv.org/abs/2608.20992,科研,True
d25a7bf25e8d,Neuromorphic Infrared Fibre-Optic Event-Based Sensing with Fast and Efficient Photonic-Electronic Spiking Neurons,光通信,arXiv 光学与光子学 (physics.optics),2026-08-24T04:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.9,https://arxiv.org/abs/2608.21124,科研,True
9e2bc4f5ea83,Real-time ESR tracking for sub-micron 3D magnetic mapping with VB- quantum sensors in hexagonal boron nitride,科研进展,arXiv 光学与光子学 (physics.optics),2026-08-24T04:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.9,https://arxiv.org/abs/2608.20502,科研,True
9e33720cc9ae,VortexChat: An agentic framework for autonomous multi-objective integrated photonic design,科研进展,arXiv 光学与光子学 (physics.optics),2026-08-24T04:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.9,https://arxiv.org/abs/2608.20688,科研,True
c29f861dcc2f,Electric-Field-Induced Second Harmonic Generation at a Reconfigurable LaAlO$_3$/SrTiO$_3$ Nanojunction,科研进展,arXiv 光学与光子学 (physics.optics),2026-08-24T04:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.9,https://arxiv.org/abs/2608.21065,科研,True
3b26962c39cc,Dynamics of localized solutions in three core coupled waveguides with quasi-periodic nonlinearity,科研进展,arXiv 光学与光子学 (physics.optics),2026-08-24T04:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.9,https://arxiv.org/abs/2608.21331,科研,True
c7d425efaba4,Pathway to Optical-Cycle Dynamic Photonics: Extreme Electron Temperatures in Transparent Conducting Oxides,光通信,arXiv 光学与光子学 (physics.optics),2026-08-24T04:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.9,https://arxiv.org/abs/2512.24641,科研,True
952869106f7e,Effects of interface regularity on the bulk-edge correspondence in continuum photonic systems,科研进展,arXiv 光学与光子学 (physics.optics),2026-08-24T04:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.9,https://arxiv.org/abs/2605.02100,科研,True
71faef512011,Nanocavity Confinement by Orthogonal Valley- and SSH- Topological Interfaces In Glide-Symmetric Photonic Crystal Structures,科研进展,arXiv 光学与光子学 (physics.optics),2026-08-24T04:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.9,https://arxiv.org/abs/2608.16138,科研,True
88dc4b81063c,Edge-on perovskite detectors with suppressed shallow traps for counting X-ray photons at medical computed tomography fluxes,科研进展,Nature Photonics,2026-08-18T00:00:00+00:00,2026-08-24T06:01:53.297535+00:00,89.8,https://www.nature.com/articles/s41566-026-01992-2,科研,True
6229ff640b75,X-ray-driven Hanbury Brown and Twiss spectroscopy,科研进展,Nature Photonics,2026-08-13T00:00:00+00:00,2026-08-24T06:01:53.297535+00:00,85.6,https://www.nature.com/articles/s41566-026-01981-5,科研,True
9e300c0a9c55,[News] Waveguide Materials and Next-Generation Architecture Research,其他,LEDinside 英文,2026-08-18T13:40:44+00:00,2026-08-24T06:01:53.297535+00:00,85.3,//www.ledinside.com/news/2026/8/2026_08_19_03,行业媒体,True
3b55c4c9f798,工信部对我国网络强国建设提出四点建议,通信与算力,C114中国通信网_要闻精选,,2026-08-24T06:01:53.297535+00:00,82.5,http://www.c114.net/news/16/a997101.html,行业媒体,True
8c5f7bf787e9,光产业链“小巨人”迎上市大考！元立光电北交所IPO明日上会,产业与资本,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,82.5,https://optics.ofweek.com/2026-08/ART-8100-2500-30699340.html,行业媒体,True
cf6e1fca387e,背靠京东方！元立光电迎IPO上会大考，张元立家族独揽大权,产业与资本,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,82.5,https://optics.ofweek.com/2026-08/ART-250002-12003-30699037.html,行业媒体,True
135350a0d1ba,年内最贵新股上市：频准激光，高光之下亦有隐忧,激光,OFweek 激光频道,2026-08,2026-08-24T06:01:53.297535+00:00,82.5,https://laser.ofweek.com/2026-08/ART-240001-8420-30698963.html,行业媒体,True
8bf62ab1e95a,年内最贵IPO诞生！,产业与资本,OFweek 激光频道,2026-08,2026-08-24T06:01:53.297535+00:00,82.5,https://laser.ofweek.com/2026-08/ART-240001-8110-30698915.html,行业媒体,True
82a7c8844597,频准激光大额理财仍募资补流，毛利率两倍于同行，近千万买专利,激光,OFweek 激光频道,2026-08,2026-08-24T06:01:53.297535+00:00,82.5,https://laser.ofweek.com/2026-08/ART-240002-12003-30696992.html,行业媒体,True
da53093ac006,"6座旗舰大型SUV!车顶激光雷达,方盒子造型,续航超1600公里!",激光,搜狗微信·光电行业 · 汽车之家,2026-08-24T02:41:38+00:00,2026-08-24T06:01:53.297535+00:00,82.4,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS_T9akJK5yMyLco_laN9japfTwZFJYm7QVqXa8Fplpd9iufVF4ic5_krrOmBtffbrdBy3t9njoLKDOSJ4jWi8jyYrjX06i6YK8jbfopaHiUxQro2LsvC8f8XIaluZv0UK1nLYLe5AmBl4dNuSb0RUOYchuqtyInz_3qVgg55cZNUzTu4wCpO2gdJ3mSndkz6i7JqtH352a8PFPMYpusErwBhWLv6O878UA..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=858370C3760B600116104FD1A3F993961632EEB26A8BDE4A,媒体,True
999db534896f,"零跑A10提车一个月,8万多带激光雷达,这性价比谁顶得住",激光,搜狗微信·光电行业 · 懂车姐,2026-08-24T03:00:21+00:00,2026-08-24T06:01:53.297535+00:00,82.4,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS_T9akJK5yMyLco_laN9japfTwZFJYm7QVqXa8Fplpd9y4D1lBx3hyqQ_Fr1Y--TfxRA2uT5JgBvU7XvQjf8YnoUNjasrtnTsI_kZKQ9JwyCM01hv68AB1H649mB88jofjGKb28y7ZcmoqiqzkcuBr3sedTaHup1veooBqvH_LkBzZBWhjpc6fgTiCmnVSPQY9pwsZkYTA2j_INB00z87s3f3q8uRDTfkw..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=858370C3760B600116104FD1A3F993961632EEB26A8BDE4A,媒体,True
4bd5a1764ba6,"10.89万,800V+激光雷达,上汽MG也来掀桌子了",激光,搜狗微信·光电行业 · 公路映像,2026-08-24T02:45:18+00:00,2026-08-24T06:01:53.297535+00:00,82.4,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS_T9akJK5yMyLco_laN9japfTwZFJYm7QVqXa8Fplpd9wem2xmhadwltUKwnAdN9AztnZXLE4hn-6FcQZgOumOvRKXSFpQIk9kw0ZCdDh3pT2Y4ldHbT1uuaVL9LqMa2SRb6omWWj_6LZi6TNGxvJY6KCy_LAnwGvCPgISZqmghLEKRFlkfWG1fD93hE-CVq8bfObNwCNOMppf1ueJeXo7pr1dbZWbKUeQ..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=858370C3760B600116104FD1A3F993961632EEB26A8BDE4A,媒体,True
20b27e2469ea,"2026 年,中国激光雷达凭什么占据全球 95% 市场?",激光,搜狗微信·光电行业 · 新注册公众号,2026-08-24T02:22:26+00:00,2026-08-24T06:01:53.297535+00:00,82.4,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS_T9akJK5yMyLco_laN9japfTwZFJYm7QVqXa8Fplpd9AvMZm60hQ9t_--OuvQhVfbM5JCRngFMQcnpivojP7WWMB6SBhn9P6yyqbbbqOILsUrR4JiYtBrP6uD040ibNIXo02-SWSKcVD4SO-FM4C5mFXde7c5UVGjlb38vXv8lO-igbVyney5ehNhLPPKo9fDKOr9l-0Hgd0iq_Yxbx-OvwdVqCwyPdzA..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=858370C3760B600116104FD1A3F993961632EEB26A8BDE4A,媒体,True
0737e8abd7e8,"四枚896线激光雷达!享界V8首发,800V高压平台,纯电续航830km",激光,搜狗微信·光电行业 · 太平洋汽车,2026-08-23T14:19:31+00:00,2026-08-24T06:01:53.297535+00:00,82.0,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS_T9akJK5yMyLco_laN9japfTwZFJYm7QVqXa8Fplpd9jcfMyKSn1tlBJgiNhqKZtII2tRdAWWOuXA3TnGMY_REhfOspRFa8Xb8sTnQ_6xoT80Px312rgeWKMWFAHY5psoPQyCywfBkTLKHa0RGhcvMaY_yf62UYi1fEO0EB4mfil1zMLNiOg8_bldXlSBK-_fdQfzrW9ovhytj7CR6Xunx5Nu7CnoSqqg..&amp;type=2&amp;query=%E6%BF%80%E5%85%89%E9%9B%B7%E8%BE%BE&amp;token=858370C3760B600116104FD1A3F993961632EEB26A8BDE4A,媒体,True
1c84d55c3b50,Correlated electrons extend X-ray high-harmonic generation beyond the single-electron limit,科研进展,Nature Photonics,2026-08-07T00:00:00+00:00,2026-08-24T06:01:53.297535+00:00,80.6,https://www.nature.com/articles/s41566-026-01976-2,科研,True
21f491d3c453,Quantum computer microscope is set to significantly improve electron microscopy,科研进展,Phys.org 物理新闻,,2026-08-24T06:01:53.297535+00:00,80.0,https://phys.org/news/2026-08-quantum-microscope-significantly-electron-microscopy.html,科研,True
d368585a6574,Realistic solid-state model brings fractons in quantum spin liquids closer to detection,科研进展,Phys.org 物理新闻,,2026-08-24T06:01:53.297535+00:00,80.0,https://phys.org/news/2026-08-realistic-solid-state-fractons-quantum.html,科研,True
cfb8c3eb0a1b,3D-printed ceramic waveguide lasers could surpass the power of glass fiber lasers by 10 times,激光,Phys.org 物理新闻,,2026-08-24T06:01:53.297535+00:00,80.0,https://phys.org/news/2026-08-3d-ceramic-waveguide-lasers-surpass.html,科研,True
f16ae4b712cd,Laser stability method advances precision control of electrons with light,激光,Phys.org 物理新闻,,2026-08-24T06:01:53.297535+00:00,80.0,https://phys.org/news/2026-08-laser-stability-method-advances-precision.html,科研,True
3c0282df3dc0,New photonic crystal method improves single-photon sources for quantum networks,科研进展,Phys.org 物理新闻,,2026-08-24T06:01:53.297535+00:00,80.0,https://phys.org/news/2026-08-photonic-crystal-method-photon-sources.html,科研,True
76b6cb50406a,最新议程出炉！2026中国激光产业高质量发展峰会即将开启,激光,OFweek 激光频道,2026-07,2026-08-24T06:01:53.297535+00:00,80.0,https://laser.ofweek.com/2026-07/ART-8100-2400-30694578.html,行业媒体,True
1f3a2db3dea0,直驱时代来临：海天光机GP D-P系列如何重新定义超高速激光切割,激光,OFweek 激光频道,2026-08,2026-08-24T06:01:53.297535+00:00,80.0,https://laser.ofweek.com/2026-08/ART-8100-2400-30699075.html,行业媒体,True
ed9fd6f78a68,海天光机GP D-P系列如何以“超高速+高精度”抢占激光切割未来,激光,OFweek 激光频道,2026-08,2026-08-24T06:01:53.297535+00:00,80.0,https://laser.ofweek.com/2026-08/ART-8100-2400-30698332.html,行业媒体,True
9bd21e8c07b0,大招齐发，英特尔直击网络转型,通信与算力,C114中国通信网_要闻精选,,2026-08-24T06:01:53.297535+00:00,77.5,http://www.c114.com.cn/topic/5096/a996852.html?utm_medium=C114&dclid=CLmNp8bEwdICFRwhKgodT4YHqQ,行业媒体,True
bd6510b7d1b3,对话英特尔：产业协作与标准化助推5G成功,产业与资本,C114中国通信网_要闻精选,,2026-08-24T06:01:53.297535+00:00,77.5,http://www.c114.net/news/138/a996926.html,行业媒体,True
fec6dba9c1c2,英特尔助力电信网络转型 让5G不再是“看上去很美”,通信与算力,C114中国通信网_要闻精选,,2026-08-24T06:01:53.297535+00:00,77.5,http://www.c114.net/topic/5096/a996887.html,行业媒体,True
6064992b0bf1,两会关注：提速降费步伐加快，三大运营商打出全新组合拳,通信与算力,C114中国通信网_要闻精选,,2026-08-24T06:01:53.297535+00:00,75.0,http://www.c114.net/news/16/a997421.html,行业媒体,True
2f7b633b5247,中国电信六大新举措持续推进提速降费,通信与算力,C114中国通信网_要闻精选,,2026-08-24T06:01:53.297535+00:00,75.0,http://www.c114.net/news/117/a997412.html,行业媒体,True
5fad4653f5a5,超260个云项目背后：华为助力运营商建好云、用好云、管好云,通信与算力,C114中国通信网_要闻精选,,2026-08-24T06:01:53.297535+00:00,75.0,http://www.c114.net/news/126/a997279.html,行业媒体,True
9ae13c8b2c7e,MWC 2017大连接雏形显现：产业链各方合作更紧密,产业与资本,C114中国通信网_要闻精选,,2026-08-24T06:01:53.297535+00:00,75.0,http://www.c114.net/news/16/a996936.html,行业媒体,True
746747bf8a04,MWC 2017之无线篇：设备商5G竞赛正式打响,通信与算力,C114中国通信网_要闻精选,,2026-08-24T06:01:53.297535+00:00,75.0,http://www.c114.net/news/16/a996704.html,行业媒体,True
a06504550a8c,中兴TOPFLOW聚合直播神器发布：基于高通跃龙平台，实现一推即可稳定开播,产业与资本,C114中国通信网_设备商,,2026-08-24T06:01:53.297535+00:00,75.0,https://www.c114.com.cn/news/127/a1315935.html,行业媒体,True
78dcd326f30b,"万兆光网赋能钢铁智造：中国电信邯郸分公司与中兴通讯斩获第四届""光华杯""全国总决赛一等奖",通信与算力,C114中国通信网_设备商,,2026-08-24T06:01:53.297535+00:00,75.0,https://www.c114.com.cn/news/127/a1315866.html,行业媒体,True
d71fde472f58,中兴TOPFLOW聚合直播神器 破解户外直播卡顿难题,其他,C114中国通信网_设备商,,2026-08-24T06:01:53.297535+00:00,75.0,https://www.c114.com.cn/news/127/a1315827.html,行业媒体,True
ef0393bd1aa2,光网领航，智造未来：中国电信杭州分公司携手中兴通讯和九阳荣获第四届“光华杯”全国总决赛一等奖,通信与算力,C114中国通信网_设备商,,2026-08-24T06:01:53.297535+00:00,75.0,https://www.c114.com.cn/news/127/a1315700.html,行业媒体,True
96a74ff6be7d,共建共享，华为云与滴普科技加速制造、零售行业智能化落地,通信与算力,C114中国通信网_设备商,,2026-08-24T06:01:53.297535+00:00,75.0,https://www.c114.com.cn/news/126/a1315633.html,行业媒体,True
4d7564d3d0ed,影石全景十年：把相机做到“无感”，把创作还给普通人,光学元件与成像,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-250003-12003-30699537.html,行业媒体,True
2d3718e35c4a,以“光”为核心！欧菲光正式发布“光启未来”战略,产业与资本,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30699498.html,行业媒体,True
0282a29ee6c4,大涨超269%，袁永刚押注“造光母机”又赢了？,其他,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-250002-12001-30699286.html,行业媒体,True
d2b98f96a370,扣非净利润暴增72.59%！东田微实现营收5.02亿元,产业与资本,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30699179.html,行业媒体,True
d1c5455423ce,融资20亿、供货中际旭创，这家光器件公司IPO了！,产业与资本,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30699180.html,行业媒体,True
367425c9daf1,"曾经主动停产的闪级, L1能否翻盘？一手实际体验",其他,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-250003-8330-30699144.html,行业媒体,True
a6b8e2f6b68d,XR业务激增15倍！康耐特光学2026中报出炉,显示与面板,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30698996.html,行业媒体,True
2088c6faf709,一期700万平米已稳定量产！双欣材料光学膜产能布局正加速落地,光学元件与成像,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30698837.html,行业媒体,True
81b6f4940e40,一边亏6723万，一边砸10亿定增！炬光科技在赌什么？,产业与资本,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30698838.html,行业媒体,True
e1692a996bb8,皖维高新拟定增23亿元加码PVA光学薄膜！,光学元件与成像,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30698619.html,行业媒体,True
b5d516e6c63d,评测 | 从360°影像到3DGS，影石Insta360 X6正在改变全景相机,光学元件与成像,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-250003-8330-30698565.html,行业媒体,True
716a26ba30e2,"造出""液体镜片""，70毫秒切换焦距，XR头显变焦有望了？",显示与面板,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-250003-8110-30698553.html,行业媒体,True
36b56b2c69ac,金鼎光学IPO，张盛峰和兄弟们走散了,光学元件与成像,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-250002-12008-30698525.html,行业媒体,True
8ee77af9735f,加码高端镀膜装备！蓝盾光电拟收购岚创科技控股权,产业与资本,OFweek 光电频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-08/ART-8100-2500-30698386.html,行业媒体,True
882ada6606ee,获2.5亿元战略投资！艾舜光电为什么能打动光学龙头？,光学元件与成像,OFweek 光电频道,2026-06,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-06/ART-8100-2500-30689534.html,行业媒体,True
215f7075ecaa,影石Luna Ultra首发评测：徕卡影像上大分，一出手就是真王炸,其他,OFweek 光电频道,2026-06,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-06/ART-250003-8330-30690357.html,行业媒体,True
0474b6fa6294,投资32.8亿！歌尔临港12英寸AR眼镜光学晶圆基地投产,显示与面板,OFweek 光电频道,2026-06,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-06/ART-250002-8490-30691919.html,行业媒体,True
e94936ba8de5,大疆后发，制住影石了吗？,其他,OFweek 光电频道,2026-06,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-06/ART-250003-8110-30691293.html,行业媒体,True
daf47e4be680,【深度】双光束紫外可见分光光度计为高精度光学分析仪器 我国市场竞争较为激烈,光学元件与成像,OFweek 光电频道,2026-06,2026-08-24T06:01:53.297535+00:00,75.0,https://optics.ofweek.com/2026-06/ART-250003-8420-30691262.html,行业媒体,True
eefe86ae5e7a,家电龙头，进军工业激光,激光,OFweek 激光频道,2026-06,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2026-06/ART-8100-2400-30692859.html,行业媒体,True
07d02f648ca7,【聚焦】数据中心建设持续加码 电吸收调制激光器市场需求爆发,激光,OFweek 激光频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2026-08/ART-240002-8420-30698546.html,行业媒体,True
86f7dd6770a7,激光设备，成长最快+盈利最强的10家企业,激光,OFweek 激光频道,2026-08,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2026-08/ART-240002-8420-30698533.html,行业媒体,True
e5b31a1c24f2,天狼星激光器问世 解决锂电加工难题,激光,OFweek 激光频道,2022-05,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2022-05/ART-8110-2400-30560775.html,行业媒体,True
3dc0b685ed35,英飞凌卫星雷达ART架构，能去掉MCU核吗？,光传感与激光雷达,OFweek 激光频道,2026-06,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2026-06/ART-240001-8330-30692048.html,行业媒体,True
3dac2b6e7340,创新突破｜光纤可插拔式1470nm光源：重塑精准激光除草新范式,激光,OFweek 激光频道,2026-06,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2026-06/ART-8200-2400-30689724.html,行业媒体,True
8c2f50ef6fe4,打造“冷静”的 AI 算力中心：激光焊接检测助力液冷散热高质量制造,激光,OFweek 激光频道,2026-06,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2026-06/ART-240015-8230-30689718.html,行业媒体,True
b4272abe7e7a,特域CWUP-05THS高精度小型冷水机：这么小，那么稳！,其他,OFweek 激光频道,2026-06,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2026-06/ART-8200-2400-30689326.html,行业媒体,True
e486dd22bc68,迅镭激光正式参评“维科杯·OFweek 2026年度激光行业最佳激光加工装备技术创新奖”,激光,OFweek 激光频道,2026-05,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2026-05/ART-8200-2400-30687063.html,行业媒体,True
d3a80e23edb0,【洞察】企业研发实力持续增强 我国红外皮秒激光器市场朝着高端化方向发展,激光,OFweek 激光频道,2026-04,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2026-04/ART-240015-8330-30685985.html,行业媒体,True
d705c27df698,拥有400多家光子学企业，加拿大如何“做大做强”生态圈？,其他,OFweek 激光频道,2024-03,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2024-03/ART-8500-2400-30628190.html,行业媒体,True
84671bd90137,乘风破“卷”！2023年激光国货出海按下“加速键”,激光,OFweek 激光频道,2024-01,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2024-01/ART-8500-2400-30621831.html,行业媒体,True
82720c0f04d3,深度观察：超快激光在材料科学中的应用,激光,OFweek 激光频道,2023-11,2026-08-24T06:01:53.297535+00:00,75.0,https://laser.ofweek.com/2023-11/ART-8500-2400-30617123.html,行业媒体,True
